"ID","AGE","EDUC","DEGREE","SEX","RACE","BIBLE1"
2558,75,12,1,2,1,"."
2559,49,16,3,2,1,"."
2560,56,8,0,2,1,"1"
2561,44,11,0,2,1,"2"
2562,53,12,1,2,1,"1"
2563,73,10,0,1,2,"."
2564,57,12,1,2,1,"."
2565,72,11,0,2,1,"."
2567,36,12,1,1,2,"2"
2568,26,12,1,2,1,"."
2569,51,12,1,2,1,"1"
2571,39,12,1,2,2,"1"
2572,76,18,3,2,2,"."
2573,53,14,2,1,2,"1"
2575,49,12,1,1,1,"1"
2576,53,18,4,2,1,"."
2577,61,12,1,1,2,"1"
2579,69,8,0,1,1,"."
2580,42,14,1,1,1,"1"
2581,74,8,0,1,1,"."
2584,28,12,1,1,1,"1"
2585,52,12,1,1,1,"."
2586,66,12,1,1,1,"1"
2587,77,16,1,2,1,"2"
2588,52,15,2,1,1,"."
2589,72,14,1,1,1,"."
2591,49,15,1,1,1,"2"
2592,58,17,4,2,1,"2"
2593,19,11,0,2,1,"."
2594,79,16,3,2,1,"."
2595,86,7,0,2,1,"1"
2597,56,14,1,2,1,"1"
2598,37,14,2,1,1,"."
2600,34,13,1,2,1,"."
2601,25,16,3,2,1,"2"
2603,74,14,1,1,1,"2"
2604,44,14,2,1,1,"2"
2605,39,14,1,1,1,"."
2607,21,9,0,2,1,"."
2608,35,15,1,2,1,"."
2609,28,13,1,1,1,"."
2610,49,14,1,2,1,"."
2611,49,14,3,1,1,"."
2612,60,8,0,2,1,"1"
2613,42,14,2,2,1,"."
2614,22,14,2,2,1,"2"
2615,24,13,1,2,1,"."
2616,40,13,1,2,1,"."
2617,26,16,3,2,1,"2"
2618,46,16,3,1,1,"2"
2619,62,12,1,1,1,"2"
2620,59,13,1,2,1,"2"
2622,35,13,2,2,1,"1"
2624,40,12,1,2,1,"."
2625,47,10,0,1,1,"1"
2626,55,13,1,2,1,"3"
2627,67,12,1,2,1,"."
2631,65,7,0,2,1,"1"
2632,21,14,1,2,1,"2"
2633,36,14,1,1,3,"2"
2634,48,14,1,1,2,"."
2635,34,12,1,2,3,"."
2636,65,12,1,2,1,"."
2637,56,16,3,1,2,"."
2638,31,12,1,2,1,"2"
2641,19,13,1,2,1,"1"
2643,19,14,1,2,1,"2"
2644,32,17,4,1,1,"."
2645,25,14,1,2,1,"."
2647,22,15,1,2,1,"1"
2648,20,16,1,2,3,"9"
2650,42,11,1,2,1,"3"
2651,19,13,1,1,1,"1"
2652,47,12,1,1,1,"."
2653,62,13,1,2,1,"2"
2654,19,12,1,2,1,"."
2656,42,12,1,1,1,"."
2657,40,17,3,2,1,"2"
2658,36,16,3,1,1,"2"
2659,62,12,0,1,1,"."
2660,67,18,4,1,1,"2"
2661,60,7,0,1,1,"1"
2662,42,17,3,1,1,"."
2663,53,16,3,1,1,"1"
2664,35,12,1,1,1,"."
2665,46,15,2,1,1,"."
2666,51,12,1,1,1,"."
2667,39,16,3,2,1,"."
2668,62,11,1,2,1,"3"
2669,52,12,1,2,1,"."
2670,75,17,3,1,1,"2"
2671,63,13,1,1,1,"1"
2672,55,14,2,2,1,"2"
2673,65,20,4,1,1,"2"
2674,46,16,1,2,1,"2"
2676,31,11,0,2,1,"."
2677,64,8,0,2,1,"1"
2679,71,12,1,2,1,"1"
2680,50,18,3,2,1,"2"
2681,30,14,1,2,1,"."
2682,25,15,2,1,1,"."
2683,41,15,2,1,1,"."
2684,52,13,1,1,1,"."
2685,49,16,3,1,1,"."
2686,65,10,0,1,3,"."
2687,39,13,1,2,3,"1"
2688,64,9,0,1,3,"2"
2689,81,12,1,2,1,"."
2690,52,12,1,1,1,"3"
2691,26,12,1,2,2,"."
2692,88,8,0,2,1,"."
2693,70,12,1,1,1,"."
2694,76,18,4,1,1,"2"
2695,50,17,1,1,1,"."
2696,32,12,1,2,1,"."
2697,33,12,1,1,1,"2"
2698,35,12,1,2,1,"."
2699,64,11,0,1,1,"."
2700,48,12,1,1,1,"2"
2701,72,12,1,2,1,"2"
2702,50,15,1,2,1,"."
2703,34,9,1,2,3,"."
2704,28,14,1,2,1,"."
2705,23,12,1,2,1,"."
2706,65,11,1,2,3,"."
2707,60,16,3,2,1,"2"
2708,51,16,3,2,1,"."
2709,50,13,1,2,3,"."
2710,99,12,1,2,1,"."
2711,48,19,4,1,1,"2"
2712,34,16,3,2,3,"."
2713,62,13,1,1,1,"."
2714,68,15,1,1,1,"."
2715,51,14,1,2,1,"."
2716,27,12,1,1,1,"."
2717,40,19,3,1,1,"."
2718,49,12,1,1,1,"2"
2720,60,16,3,1,1,"."
2721,89,14,1,1,1,"3"
2722,55,14,1,1,1,"."
2723,50,14,1,1,1,"."
2725,51,1,0,1,1,"."
2726,52,17,4,2,1,"."
2727,82,16,3,2,1,"."
2728,26,19,4,2,1,"."
2729,69,12,1,1,1,"3"
2730,61,16,3,2,1,"."
2731,69,16,3,2,1,"2"
2732,60,16,3,1,1,"."
2733,36,18,4,2,1,"."
2734,46,16,3,2,1,"."
2735,34,16,3,1,1,"."
2736,41,18,3,1,1,"."
2737,85,16,3,2,1,"."
2738,22,13,1,1,2,"."
2739,40,12,1,1,2,"."
2740,76,12,1,2,1,"2"
2741,56,12,1,1,1,"."
2742,48,11,0,2,1,"."
2743,53,13,1,2,1,"."
2744,46,18,4,1,1,"."
2745,38,13,1,2,2,"."
2746,50,12,1,2,1,"."
2747,57,12,1,1,1,"."
2749,47,12,1,2,1,"."
2750,53,20,4,2,1,"."
2751,63,11,0,1,1,"."
2752,78,10,0,2,1,"."
2753,57,16,3,1,1,"2"
2754,54,13,1,1,1,"2"
2755,67,17,4,2,1,"."
2757,48,16,3,2,2,"."
2758,99,15,1,1,1,"."
2759,48,16,3,2,1,"3"
2760,61,18,1,1,1,"2"
2761,42,12,1,1,3,"1"
2762,55,16,3,2,1,"."
2763,35,12,1,1,1,"."
2764,67,5,0,1,1,"2"
2765,37,10,1,1,2,"."
2766,47,13,1,2,2,"."
2767,34,14,2,2,1,"."
2768,54,14,2,1,1,"3"
2769,61,15,2,2,1,"."
2770,67,8,0,2,1,"."
2771,45,13,1,1,1,"."
2772,33,12,1,1,1,"."
2773,34,12,1,2,1,"."
2775,27,14,1,1,1,"1"
2776,60,14,0,2,2,"."
2777,74,16,4,1,1,"."
2778,71,12,1,1,1,"."
2779,24,17,2,2,1,"."
2780,44,16,3,2,1,"2"
2781,85,16,3,1,1,"."
2783,66,12,1,2,1,"1"
2784,55,16,3,1,1,"."
2785,47,14,2,1,2,"."
2786,66,14,1,1,1,"."
2787,43,12,1,2,1,"."
2788,27,11,0,1,1,"."
2789,28,10,0,2,2,"."
2790,38,12,1,1,2,"3"
2791,43,15,2,1,1,"."
2792,23,12,1,2,2,"."
2793,35,12,1,2,2,"."
2794,25,16,3,2,1,"."
2795,21,16,3,1,1,"."
2796,32,19,3,1,1,"2"
2797,89,12,1,2,1,"."
2798,39,16,3,2,1,"."
2802,62,14,2,2,1,"."
2803,34,16,3,2,1,"1"
2804,33,14,1,2,1,"."
2806,23,16,3,1,3,"2"
2807,61,19,4,1,1,"."
2808,29,13,1,2,1,"3"
2809,31,15,1,1,1,"."
2810,62,16,3,1,1,"."
2811,43,10,0,2,1,"."
2812,55,16,3,1,1,"3"
11,74,12,1,1,2,"."
15,42,14,2,1,2,"3"
51,38,13,1,1,1,"2"
64,42,18,3,1,3,"4"
70,59,18,4,2,1,"."
72,33,17,3,2,2,"."
114,86,8,0,2,1,"1"
117,60,20,4,1,1,"."
121,33,16,3,2,1,"2"
148,21,15,1,1,1,"3"
196,27,14,1,1,1,"3"
200,36,16,3,2,3,"1"
215,56,14,2,1,3,"8"
278,60,16,3,2,1,"."
279,25,16,3,2,1,"3"
283,56,17,3,2,1,"3"
360,32,12,1,2,1,"."
386,32,16,3,1,3,"."
389,43,15,1,2,1,"1"
433,57,16,4,1,1,"."
598,26,16,3,1,1,"."
618,58,12,1,2,1,"."
640,52,16,3,1,1,"2"
740,42,11,0,1,1,"3"
823,39,12,1,1,2,"2"
864,27,16,3,1,1,"."
889,46,13,1,1,2,"."
917,47,19,4,1,1,"3"
922,51,16,3,2,1,"2"
946,35,14,1,1,1,"3"
1019,25,16,3,1,1,"3"
1064,39,15,1,2,1,"2"
1076,53,12,1,2,1,"2"
1082,50,18,4,1,1,"1"
1102,39,16,3,1,1,"2"
1123,36,11,1,2,1,"."
1183,42,16,1,1,1,"4"
1201,47,14,2,2,1,"."
1213,41,19,3,1,1,"2"
1248,51,20,4,1,1,"2"
1305,60,12,1,2,1,"."
1318,45,14,2,1,1,"."
1374,35,17,4,2,3,"."
1401,58,16,3,1,1,"."
1415,24,13,1,1,1,"2"
1463,49,16,3,1,3,"."
1486,50,11,1,2,2,"."
1582,58,12,1,1,1,"1"
1601,31,9,0,1,2,"."
1657,30,20,4,1,3,"."
1699,53,18,4,2,1,"2"
1778,35,14,2,2,1,"2"
1952,39,19,3,1,1,"."
2062,44,12,1,2,1,"1"
2072,54,12,1,1,1,"."
2144,42,13,1,2,1,"2"
2151,28,13,1,2,1,"."
2189,49,16,3,2,1,"."
2208,28,12,1,1,1,"."
2276,45,12,1,2,1,"."
2311,18,11,1,2,1,"1"
2341,42,16,3,2,1,"."
2362,32,14,1,2,1,"."
2531,33,12,1,2,1,"."
2602,26,11,0,1,1,"2"
2621,49,10,0,1,1,"."
2623,54,13,2,1,1,"."
2639,56,20,4,2,3,"4"
2655,61,18,4,2,1,"."
2719,41,17,2,2,1,"2"
1792,23,15,1,1,1,"2"
2115,33,12,1,2,1,"."
2574,62,18,4,2,1,"."
2629,41,12,1,2,1,"2"
3,52,14,1,1,2,"."
5,34,17,3,2,3,"."
53,37,12,1,2,2,"."
91,43,16,3,2,3,"2"
100,37,12,1,2,3,"3"
101,31,20,4,1,1,"3"
102,33,19,4,2,2,"2"
120,35,16,1,1,1,"."
122,35,20,3,1,1,"."
123,37,17,4,1,1,"2"
155,32,16,3,1,1,"."
161,25,15,1,1,1,"3"
166,25,11,0,1,1,"."
169,63,16,3,1,1,"."
173,34,16,3,1,3,"2"
174,34,14,2,2,3,"2"
186,62,14,2,1,1,"3"
197,30,14,1,1,3,"1"
201,27,12,1,2,1,"2"
229,26,12,1,2,1,"."
242,48,14,2,1,1,"2"
251,39,12,1,2,1,"2"
262,20,14,1,1,3,"."
263,22,16,3,1,3,"3"
269,32,16,3,2,1,"."
270,27,16,3,2,1,"."
275,22,12,1,2,1,"1"
280,39,18,4,2,1,"."
296,25,16,3,2,1,"."
313,56,12,1,1,1,"."
322,43,12,0,1,1,"."
324,24,15,1,2,2,"."
329,37,13,1,2,2,"8"
336,24,16,3,1,1,"."
348,35,13,1,2,1,"1"
363,48,15,1,2,1,"."
367,38,16,3,2,1,"1"
368,27,16,2,1,1,"3"
413,23,16,3,2,1,"."
418,35,12,1,2,2,"."
455,22,10,0,2,2,"1"
461,35,16,3,1,1,"3"
462,28,19,4,1,1,"."
464,28,16,3,2,1,"2"
472,59,20,4,2,1,"."
485,19,15,1,2,1,"."
491,26,12,1,2,2,"2"
501,21,12,1,2,2,"."
504,43,12,1,1,1,"."
505,43,14,2,2,1,"1"
509,22,14,2,2,3,"."
516,40,12,1,2,2,"."
528,56,0,0,1,1,"."
536,23,11,0,1,3,"2"
549,33,17,3,2,1,"2"
550,30,15,2,1,1,"2"
571,38,12,1,1,1,"2"
584,30,14,2,1,1,"2"
586,23,14,2,1,1,"2"
588,38,6,0,1,1,"1"
589,28,12,1,1,1,"."
593,26,16,3,1,3,"."
602,28,13,1,2,2,"1"
615,37,16,3,1,1,"."
616,40,11,0,1,2,"1"
623,36,13,1,2,2,"9"
671,25,12,1,2,2,"2"
695,30,16,3,1,2,"2"
696,24,14,1,1,1,"2"
698,32,11,0,2,3,"."
701,38,14,1,2,2,"."
704,32,14,2,2,2,"1"
709,40,12,1,1,2,"."
711,25,13,1,2,2,"1"
729,43,13,1,1,1,"."
743,35,16,3,1,1,"3"
754,21,14,1,1,3,"2"
760,52,15,3,2,1,"1"
762,51,2,0,2,2,"."
768,56,17,4,2,1,"."
825,25,16,3,1,1,"4"
869,35,12,1,1,1,"."
913,21,12,1,1,3,"3"
926,20,13,1,1,1,"2"
927,50,18,1,1,1,"."
929,44,12,1,1,1,"2"
930,37,16,3,1,1,"3"
933,58,14,1,1,1,"."
938,24,12,1,2,1,"2"
941,29,14,2,2,1,"."
962,34,11,0,1,1,"2"
998,59,6,0,1,2,"."
1008,57,13,1,1,2,"."
1009,32,13,1,1,1,"."
1011,33,16,3,1,1,"2"
1027,19,12,1,2,1,"."
1035,46,13,1,1,1,"."
1039,38,14,1,2,2,"."
1040,48,15,1,2,1,"2"
1048,20,14,1,1,3,"4"
1066,32,16,3,2,1,"."
1071,24,14,2,1,1,"2"
1080,24,16,3,2,1,"."
1116,45,12,1,2,1,"."
1117,58,14,2,1,2,"."
1129,22,11,1,2,1,"."
1131,34,20,4,1,1,"2"
1133,42,18,4,1,1,"2"
1187,23,16,1,2,1,"2"
1207,40,14,1,1,1,"2"
1219,46,17,3,2,1,"2"
1222,29,14,1,2,1,"."
1238,31,15,1,2,1,"."
1271,18,12,1,1,1,"."
1289,27,14,2,1,1,"2"
1293,44,14,1,2,1,"."
1297,43,19,4,2,1,"1"
1322,39,14,2,1,1,"2"
1323,25,12,1,1,1,"."
1324,27,12,1,2,1,"."
1346,19,12,1,2,2,"1"
1348,24,7,0,2,1,"."
1354,42,16,3,1,1,"."
1373,30,17,3,2,1,"."
1383,27,6,0,1,3,"."
1390,44,15,1,1,2,"."
1393,31,15,1,1,1,"3"
1395,24,14,1,2,1,"1"
1456,22,15,1,1,1,"2"
1458,21,15,1,2,1,"."
1460,18,12,1,1,1,"2"
1461,21,14,1,1,1,"3"
1471,26,18,4,1,1,"2"
1511,44,14,1,1,1,"."
1527,45,12,1,1,1,"2"
1540,30,13,1,2,1,"."
1566,43,11,0,1,2,"."
1573,28,12,1,1,2,"."
1618,32,14,2,2,2,"."
1623,44,19,4,2,1,"."
1646,27,13,1,1,2,"2"
1670,71,12,1,1,1,"."
1673,27,12,1,2,1,"."
1684,23,16,3,1,3,"."
1692,30,14,1,1,1,"2"
1696,19,10,0,1,3,"1"
1718,37,12,1,1,1,"2"
1724,31,12,1,1,3,"3"
1732,20,11,0,1,1,"2"
1734,30,12,1,2,3,"1"
1738,47,12,1,1,1,"2"
1747,43,13,2,2,2,"1"
1769,21,15,1,1,1,"."
1773,43,14,2,1,2,"."
1776,18,13,1,1,1,"1"
1783,35,13,1,2,1,"."
1784,21,10,0,2,1,"."
1820,24,15,2,2,1,"."
1838,38,12,1,1,1,"."
1860,31,13,1,1,3,"."
1863,54,20,4,1,1,"3"
1879,23,15,1,1,1,"2"
1883,25,16,3,1,3,"."
1891,20,13,1,1,1,"2"
1896,21,14,1,2,1,"1"
1901,30,15,1,2,1,"2"
1904,26,14,1,2,1,"1"
1907,34,16,3,1,1,"3"
1908,24,16,3,1,1,"."
1920,38,12,1,1,1,"2"
1929,20,12,1,1,1,"."
1930,41,16,3,1,1,"."
1932,34,20,2,1,1,"."
1962,59,10,0,1,1,"1"
1973,33,13,2,2,1,"."
2129,21,12,1,1,1,"3"
2259,51,15,2,2,1,"."
2300,34,12,1,1,1,"."
2314,28,12,1,2,1,"1"
2315,26,12,0,1,3,"3"
2354,33,10,0,1,3,"1"
2412,33,13,1,1,1,"."
2432,21,15,1,1,1,"."
2440,23,12,0,1,1,"1"
2450,23,11,0,1,1,"2"
2505,47,12,1,2,1,"."
2514,44,12,1,2,1,"8"
2518,36,12,1,1,1,"2"
2528,44,15,1,1,1,"."
2535,39,16,3,1,1,"."
2538,61,12,1,1,1,"."
2557,25,14,2,2,1,"."
2578,28,16,3,2,1,"."
2596,37,9,1,2,1,"2"
2606,51,10,1,1,3,"."
2628,22,14,1,2,1,"2"
2646,60,15,1,2,1,"."
2649,24,17,3,1,3,"2"
2675,34,19,4,1,1,"."
2678,49,12,1,2,1,"1"
2724,26,14,1,1,1,"."
2748,32,17,3,2,1,"."
2756,26,16,3,1,1,"1"
2774,56,14,1,1,1,"."
2782,66,16,3,1,1,"."
2799,41,12,1,1,1,"2"
2801,47,12,1,1,1,"."
2805,24,12,1,2,1,"2"
2642,61,20,4,1,1,"."
74,45,15,1,2,2,"."
119,52,13,1,2,1,"2"
179,44,16,3,1,1,"3"
241,57,15,2,2,1,"2"
256,40,18,3,2,1,"."
281,28,16,3,1,1,"."
284,42,19,4,2,1,"."
495,32,16,2,2,2,"9"
683,26,11,0,1,1,"."
772,31,16,3,1,2,"3"
1020,39,14,1,2,1,"2"
1047,21,15,1,2,1,"2"
1083,32,16,3,1,3,"2"
1089,42,12,1,1,1,"3"
1175,31,12,1,2,1,"3"
1208,27,13,1,1,1,"."
1232,40,12,1,2,1,"."
1243,57,14,1,1,1,"1"
1347,67,8,0,1,2,"."
1419,28,13,1,2,1,"3"
1691,25,16,3,1,1,"2"
1852,47,10,0,1,1,"."
2162,71,13,1,1,1,"2"
2221,28,9,0,1,1,"3"
2232,29,14,2,2,1,"1"
2234,40,12,1,1,1,"1"
2237,41,11,0,2,1,"."
2238,49,14,2,1,1,"."
2242,31,13,1,2,1,"."
2243,42,14,1,2,1,"2"
2246,32,10,1,1,1,"1"
2248,35,19,4,1,1,"1"
2257,71,12,1,1,1,"."
2292,34,14,1,2,1,"."
